task_type,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,est_m8,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1,ext_m8-1
T4,0.002,172.58,167.44,25.37,146.06,27.63,100.23,1.09,11.33,167.52,171.05,26.56,153.8,27.56,107.04,1.14,10.03
T1,0.051,146.9,167.13,24.68,161.17,25.95,102.48,1.01,9.82,163.91,150.57,24.33,153.69,25.83,113.22,1.06,9.8
T1,0.058,151.64,163.31,25.06,157.75,28.94,99.08,0.93,10.44,163.91,159.59,26.45,144.91,27.72,114.96,1.04,9.92
T10,0.066,157.76,145.84,28.12,163.88,25.95,106.55,1.09,11.13,147.82,158.85,25.98,151.13,23.1,98.28,1.06,10.11
T7,0.072,167.01,154.3,26.28,158.26,24.56,96.36,1.05,10.51,152.84,159.37,26.65,160.65,26.87,100.41,0.95,10.17
T3,0.074,151.36,165.78,25.6,164.02,24.0,105.06,1.12,10.34,150.17,144.67,24.77,151.5,23.79,105.85,0.99,10.43
T8,0.088,162.56,153.06,23.78,162.9,23.66,105.0,1.0,10.8,164.42,165.7,23.23,161.01,25.05,112.36,1.17,9.61
T9,0.095,139.98,153.47,27.2,153.99,25.38,105.56,1.03,10.94,147.23,144.21,26.37,154.26,28.07,102.31,1.05,10.82
T10,0.097,140.55,156.71,24.88,156.2,27.17,97.42,1.01,9.95,144.01,143.9,26.37,160.45,27.21,95.05,1.07,10.01
T2,0.107,160.21,177.16,24.03,153.99,27.09,101.22,1.02,11.14,163.18,169.99,26.87,147.49,24.17,108.78,0.96,10.51
T6,0.109,170.78,145.63,25.26,153.96,27.33,111.52,1.04,10.18,167.28,152.7,28.12,173.69,25.92,112.5,1.06,10.07
T7,0.13,156.74,144.01,26.04,154.43,28.2,100.06,0.96,9.95,161.77,150.41,26.09,161.02,24.6,100.91,0.94,9.89
T7,0.141,159.23,151.06,26.16,157.0,25.99,102.9,1.05,11.49,143.94,144.47,27.22,161.56,27.55,95.61,1.05,10.38
T3,0.154,148.58,168.97,26.62,152.83,25.07,103.82,1.17,11.09,159.32,156.22,24.51,148.9,25.01,111.43,1.0,9.72
T7,0.162,143.26,151.04,26.62,144.95,25.32,97.47,1.08,11.11,153.83,153.48,26.24,151.13,28.68,96.4,1.04,9.8
T6,0.163,169.01,149.52,27.46,175.13,23.92,104.53,1.1,11.87,176.15,171.07,27.48,166.37,24.54,110.9,1.1,11.52
T4,0.174,171.85,150.88,24.14,160.43,25.7,94.13,1.16,10.74,168.94,167.52,27.21,147.41,28.32,111.4,1.03,11.2
T6,0.177,153.14,149.74,28.29,156.89,23.8,99.5,0.96,11.24,168.88,167.26,25.49,156.64,24.67,100.28,1.08,11.82
T7,0.181,142.44,154.16,27.84,154.45,26.05,107.68,0.94,9.78,163.62,146.02,25.67,161.17,28.32,97.69,0.95,11.2
T10,0.204,163.98,150.5,29.2,171.12,26.67,100.5,0.98,9.9,150.13,149.64,28.55,162.23,23.9,102.34,1.05,9.93
T8,0.21,163.97,163.23,26.05,159.59,26.79,106.14,1.09,10.8,159.19,157.78,25.09,172.16,27.06,111.14,1.18,11.12
T8,0.213,167.97,151.96,25.67,163.43,24.39,111.09,1.1,10.48,167.72,171.59,26.37,148.41,26.86,100.36,1.16,9.84
T1,0.219,160.18,164.64,24.01,144.79,27.95,100.38,0.98,10.01,155.92,163.15,26.37,147.3,28.43,102.49,0.96,11.31
T1,0.23,162.81,156.39,24.37,149.59,29.05,116.59,1.06,10.61,155.12,159.24,26.88,147.09,25.05,112.03,1.03,11.19
T5,0.254,175.07,159.27,23.79,163.68,26.57,110.99,1.0,9.89,153.31,166.8,25.59,155.22,27.72,109.55,0.93,9.91
T8,0.258,151.72,158.59,24.17,151.27,24.83,102.37,1.03,11.04,159.6,172.12,24.22,159.98,27.27,104.34,1.11,10.33
T2,0.26,150.35,162.17,26.13,160.16,23.5,104.95,1.12,10.41,155.26,174.99,25.77,161.52,23.0,98.05,0.97,9.69
T3,0.274,157.4,157.57,24.94,160.61,26.69,101.31,1.1,10.66,158.24,161.06,27.2,151.69,23.41,103.41,1.14,10.1
T10,0.295,152.54,166.52,28.93,159.16,25.69,101.28,0.97,9.68,140.16,167.12,26.59,160.33,23.03,95.57,1.02,10.02
T5,0.318,162.35,145.43,24.14,150.03,29.38,111.07,0.95,10.19,167.77,156.83,23.74,168.53,28.0,105.81,0.98,9.89
T4,0.341,163.22,160.5,26.68,162.67,27.33,110.35,1.09,11.61,146.18,159.26,25.94,147.66,25.98,109.43,1.05,11.43
T3,0.35,168.01,155.61,25.29,147.59,26.71,98.47,1.0,10.69,159.93,164.27,27.23,147.75,23.19,110.04,1.14,10.27
