task_type,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,est_m8,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1,ext_m8-1
T2,0.076,9.91,1.01,107.44,101.6,10.65,111.37,104.0,10.41,11.27,0.94,99.98,112.85,10.36,110.85,92.73,10.63
T2,0.143,10.31,1.04,99.95,109.25,10.64,102.16,107.93,10.78,10.6,1.06,112.13,104.06,9.8,103.95,92.35,11.71
T2,0.208,11.18,1.1,96.46,104.95,9.64,114.28,102.98,10.65,10.47,1.01,110.58,106.57,9.57,101.14,108.95,10.64
T2,0.213,10.61,0.97,103.64,107.54,10.69,103.09,95.36,10.76,9.76,1.02,110.93,104.31,10.26,108.02,108.78,11.7
T1,0.852,10.15,0.97,94.19,102.89,11.84,106.53,104.33,11.58,11.28,0.98,98.22,106.82,11.73,109.55,115.3,11.53
T2,0.933,11.21,0.94,103.12,105.62,10.05,110.8,95.37,10.31,11.0,1.0,100.87,103.72,9.91,104.96,103.7,11.02
T3,1.691,10.89,0.97,115.44,94.53,10.86,108.4,93.25,9.94,9.39,1.13,101.9,99.43,10.96,105.98,107.06,9.97
T1,2.27,10.12,1.04,109.98,107.63,11.68,109.17,99.86,10.26,10.33,1.08,99.84,101.87,11.5,103.81,110.82,11.23
T3,2.862,10.12,0.99,109.23,97.74,9.78,101.13,109.08,11.59,10.92,1.05,105.3,97.78,9.96,106.85,100.18,9.93
T1,3.108,9.82,1.11,110.72,102.7,11.05,104.63,117.74,10.13,11.12,1.0,107.09,115.07,11.32,113.86,103.97,10.59
T2,3.424,10.6,1.07,108.32,101.82,10.72,102.75,107.68,11.78,10.16,1.03,96.89,112.7,9.84,113.56,95.51,11.43
T4,3.626,11.09,1.1,97.1,97.42,11.3,106.82,100.27,10.69,11.16,1.1,106.28,99.9,9.85,106.56,100.3,10.27
T4,3.743,10.81,1.04,107.25,93.67,9.94,99.35,108.93,10.19,11.65,1.02,107.54,99.11,11.14,106.4,102.8,11.52
T1,3.845,11.37,0.98,105.33,105.57,11.12,111.56,106.82,11.26,11.01,0.99,94.14,112.06,10.29,114.75,110.9,10.79
T3,3.965,9.34,0.97,115.3,96.32,10.44,104.7,99.17,10.45,9.28,1.12,116.52,108.08,9.82,108.38,103.22,10.3
T3,4.423,9.38,1.06,106.63,100.49,10.63,114.28,102.4,10.26,10.82,1.04,107.28,101.14,10.52,106.67,99.18,10.58
T2,4.899,9.57,0.99,94.86,112.54,11.02,113.21,107.84,10.74,10.15,1.02,105.26,104.93,10.6,118.06,93.83,10.64
T3,5.492,9.78,1.1,108.28,100.56,10.1,103.56,95.91,10.81,10.41,1.07,111.64,105.52,9.33,105.3,96.08,10.57
T2,6.084,11.24,1.1,100.53,109.67,10.07,115.56,105.53,11.33,10.37,1.03,106.22,99.56,9.77,102.27,102.73,11.82
T4,6.085,11.84,0.97,105.66,105.89,10.56,94.67,103.59,11.79,10.77,1.04,95.66,99.27,10.53,101.16,108.72,11.19
T1,6.333,10.83,1.01,95.76,111.24,11.09,103.76,112.67,11.62,10.87,1.12,97.82,114.17,11.67,100.03,106.38,11.07
T1,6.564,9.95,0.96,108.82,103.21,10.98,102.33,105.3,10.86,10.82,0.96,111.41,113.57,10.48,100.89,114.99,11.84
T3,7.46,10.8,1.03,109.23,107.18,9.87,101.77,99.14,11.27,9.29,1.01,104.92,97.78,9.69,97.43,99.78,10.35
T3,7.465,9.27,1.02,109.28,99.14,10.05,101.8,93.95,10.64,9.8,1.13,115.95,104.73,9.42,104.61,106.86,11.57
T3,7.647,10.65,0.98,103.44,102.12,9.96,107.1,105.71,10.48,10.94,1.09,107.29,95.72,10.44,115.08,104.12,9.83
T3,7.941,9.39,1.05,115.43,97.43,9.84,103.61,97.47,10.22,9.88,0.98,111.52,105.36,9.44,109.51,95.14,10.56
T4,8.168,11.21,0.95,95.4,103.69,10.08,99.22,104.62,10.93,11.34,0.98,97.56,95.23,9.72,102.85,105.88,10.2
T3,8.196,10.08,1.02,118.61,95.26,10.89,102.99,92.18,11.38,9.84,1.13,117.47,105.68,9.77,102.75,102.1,11.43
T3,8.308,9.93,1.06,102.89,110.77,10.7,97.52,94.41,11.48,9.27,1.1,102.83,102.12,9.28,101.24,106.8,11.12
T2,9.19,10.74,1.08,100.45,109.9,9.56,100.3,101.2,10.71,10.79,1.06,111.84,99.83,9.78,117.61,103.77,11.47
